OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,OPPORTUNITY STATUS,POSTED DATE,CLOSE DATE
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354472"",""72069524RFA00004"")","Notice of Funding Opportunity for Kira Ukuze Activity","USAID-BUR","forecasted","05/28/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/175614"",""RFA-294-12-000002"")","School Improvement Program","USAID-WES","posted","06/11/2012",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/49325"",""ED-GRANTS-072909-002"")","Office of Elementary & Secondary Education; Overview Information: Race to the Top Fund (ARRA)  CFDA 84.395","ED","posted","09/02/2009",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/332832"",""72066021APS00001"")","DEMOCRATIC REPUBLIC OF THE CONGO (DRC) RURAL AND PERI-URBAN SANITATION","USAID-DEM","forecasted","04/13/2021",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/332976"",""720BHA21APS00001"")","BHA Global APS for Humanitarian Capacity and System Strengthening","USAID","posted","04/20/2021","12/31/2030"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/148373"",""RFA-294-12-000006"")","Palestinian Community Infrastructure Development","USAID","posted","03/02/2012",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348888"",""720BHA23APS00002"")","BHA Multi Year Annual Program Statement (BHA MYAPS)","USAID","posted","06/22/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/338128"",""72067522APS00002"")","Guinea Local Health System Strengthening (GLHSS)","USAID-GUI","posted","02/16/2022","02/25/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356854"",""DFOP0016956"")","FY 2025 PRM Request for Full Proposals for Nigeria","DOS-PRM","posted","10/25/2024","11/29/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/315120"",""7200AA19APS00002"")","MOMENTUM (Moving Integrated, Quality Maternal, Newborn, and Child Health Services, Voluntary Family Planning, and Reproductive Health Care [MNCH/FP/RH] to Scale)","USAID","posted","04/22/2019","09/30/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/328814"",""RFI-278-20-HSQA"")","Health Service Quality Accelerator","USAID-JOR","forecasted","08/27/2020",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356646"",""ED-GRANTS-100824-002"")","OSERS-OSEP: Personnel Preparation of Special Education, Early Intervention, and Related Services Personnel at Historically Black Colleges and Universities, Tribally Controlled Colleges and Universities, and Other Minority Serving Institutions, ALN 84.325M","ED","posted","10/08/2024","12/12/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356840"",""693JJ325NF00008"")","Fiscal Years 2024-2026 Promoting Resilient Operations for Transformative, Efficient, and Cost-Saving Transportation (PROTECT) Program","DOT-FHWA","posted","10/25/2024","02/24/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/349216"",""72052123RFI00002"")","Sources Sought Notice for HIV Affected Orphans and Vulnerable Children (OVC) and Adolescent Girls and Young Women (AGYW)","USAID-HAI","forecasted","07/12/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355099"",""72030624RFI00007"")","USAID/Afghanistan New Monitoring, Evaluation, Collaboration, Learning and Adaptation Activity","USAID-AFG","forecasted","06/24/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356066"",""ED-GRANTS-081524-002"")","Institute of Education Sciences (IES): National Center for Special Education Research (NCSER): Special Education Dissertation Research Fellowship Program, Assistance Listing Number:  84.324G","ED","posted","08/15/2024","11/14/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356062"",""ED-GRANTS-081524-001"")","Institute of Education Sciences (IES): National Center for Education Evaluation and Regional Assistance (NCEE): Strengthening Program Evaluation Capacity grant program, Assistance Listing Numbers:  84.429A","ED","posted","08/15/2024","11/14/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/327101"",""720FDA20RFA00004"")","Local Capacity Strengthening for Response (LCS4R)","USAID","posted","05/14/2020",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/306385"",""7200AA18APS00004"")","Knowledge SUCCESS (Strengthening Use, Capacity, Collaboration, Exchange, Synthesis, and Sharing) APS ","USAID","posted","06/19/2018","06/18/2028"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356824"",""ED-GRANTS-102524-001"")","Office of Postsecondary Education (OPE): International Foreign Language Education (IFLE): Fulbright-Hays Group Projects Abroad (GPA) Program—Short-Term Projects, Assistance Listing Number 84.021A","ED","posted","10/25/2024","01/21/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356825"",""ED-GRANTS-102524-002"")","Office of Postsecondary Education (OPE): International Foreign Language Education (IFLE): Fulbright-Hays Group Projects Abroad (GPA) Program—Long-Term Projects, Assistance Listing Number 84.021B","ED","posted","10/25/2024","01/21/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356671"",""72062024RFA00009"")","USAID Primary Health Care Improvement Program (UPHIP)","USAID-NIG","posted","10/09/2024","11/15/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354620"",""DHS-24-MT-144-000-99"")","Fiscal Year 2024 Flood Mitigation Assistance Swift Current","DHS-DHS","posted","05/30/2024","01/15/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/334853"",""720-611-21-RFI-00001"")","RFI- Zambia Integrated HIV and Health Activity (ZIHA)","USAID-ZAM","forecasted","07/21/2021",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/336910"",""72051422RFI00002"")","Request for Information - USAID Colombia Nature-Based Solutions","USAID-COL","forecasted","12/09/2021",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355341"",""RFI-72038824RFI00002"")","USAID/Bangladesh Feed the Future Water Management Activity","USAID-BAN","forecasted","07/11/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/315196"",""72049219APS00001-02"")","Initiative for Human Rights","USAID-PHI","posted","04/24/2019",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/298577"",""720FDA18RFA00002"")","Responding to Pakistan’s Internally Displaced (RAPID) III","USAID","posted","11/09/2017",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/314817"",""7200AA19APS00010"")","Active Communities - Effective States (ACES)","USAID","posted","04/11/2019","04/10/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/335999"",""USAIDSS-RFI-06OCT2021"")","USAID/South Sudan Sustainable Independent Media","USAID-SSD","forecasted","10/06/2021",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/344428"",""RFI-685-23-RC-TIP"")","Regional Countering Trafficking in Persons (RC-TIP) Activity for the Sahel","USAID-SEN","forecasted","11/09/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355499"",""RDK-RAD-FOA-2024"")","Research and Development (RAD) Directed Energy (RD) University Assistance Instruments","DOD-AFRL","posted","07/18/2024","07/18/2029"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/147073"",""APS-623-12-000001"")","African Institutions Innovation Mechanism (AIIM)","USAID-KEN","posted","02/28/2012",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356251"",""ED-GRANTS-083024-001"")","Office of Elementary and Secondary Education (OESE): Office of Migrant Education (OME): High School Equivalency Program (HEP), Assistance Listing Numbers 84.141A","ED","posted","08/30/2024","11/13/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/334972"",""RFA-OH-22-006"")","Commercial Fishing Occupational Safety Training Project Grants (T03)","HHS-CDC-HHSCDCERA","posted","07/11/2022","01/31/2028"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356645"",""ED-GRANTS-100824-001"")","OSERS-OSEP: Personnel Development to Improve Services and Results for Children with Disabilities--Preparation of Special Education, Early Intervention, and Related Services Leadership Personnel, Assistance Listing Number 84.325D","ED","posted","10/08/2024","11/22/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/345315"",""2025TTPSF"")","2025 Tribal Transportation Program Safety Fund","DOT-FHWA","posted","10/01/2024","01/15/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350974"",""DHS-23-MT-029-000-99"")","Fiscal Year 2023 Flood Mitigation Assistance Swift Current (FMA Swift Current)","DHS-DHS","posted","11/14/2023","01/15/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355771"",""HRSA-25-067"")","Graduate Psychology Education Program (GPE)","HHS-HRSA","posted","10/22/2024","01/21/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/55065"",""RFA294-2010-117"")","Palestinian Community Assistance Program","USAID-WES","posted","06/08/2010",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/334474"",""72052121R00021"")","USAID/Haiti Water Security and Sustainable Services Activity","USAID-HAI","forecasted","06/28/2021",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356367"",""72051824RFI00005"")","USAID/Ecuador - Monitoring, Evaluation, and Learning (MEL) Support Platform","USAID-ECU","forecasted","09/06/2024",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/335739"",""ED-GRANTS-092021-001"")","Office of Elementary and Secondary Education (OESE): Project to Support America’s Families and Educators (Project SAFE) Grant Program Assistance Listing Number (ALN) 84.184N","ED","posted","09/20/2021",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353296"",""N0001424SB002"")","Office of Naval Research Science and Technology for Advanced Manufacturing Projects (STAMP)","DOD-ONR","posted","03/29/2024","03/31/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354198"",""FOA-ETA-24-07"")","Workforce Pathways for Youth -  Rounds 4 and 5","DOL-ETA","posted","05/14/2024","12/03/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355077"",""N00421-24-S-0001"")","FY24 NAVAL AIR WARFARE CENTER AIRCRAFT DIVISION OFFICE-WIDE BROAD AGENCY ANNOUNCEMENT","DOD-ONR-AIR","posted","06/21/2024","06/20/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/305335"",""RFI-625-18-RISEII-HSD"")","RISE II HEALTH SERVICES DELIVERY ACTIVITY","USAID-SEN","posted","05/18/2018",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/332932"",""7200AA21APS00008"")","Social and Behavior Change (SBC) Research","USAID","posted","04/16/2021","12/31/2029"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354875"",""CMS-2P2-25-001"")","Cell and Gene Therapy (CGT) Access Model","HHS-CMS","posted","08/15/2024","02/28/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343205"",""72088722-PACIFIC-RFI-00001"")","USAID/Pacific Islands Regional Climate Finance Activity","USAID-PHI","forecasted","08/22/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/344724"",""72049723RFI00001"")","USAID/Indonesia Urban Climate Change Adaptation Activity","USAID-IND","forecasted","12/01/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/318376"",""7200AA19APS00013"")","New Partnerships Initiative (NPI) – Global Health","USAID","posted","07/12/2019","09/30/2030"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/187913"",""APS-OAA-12-000007"")","Microbicides Research, Development, and Introduction","USAID","posted","07/30/2012",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/331568"",""7200AA21APS00005"")","Frontier Health Markets APS","USAID","posted","02/25/2021","02/24/2028"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356650"",""USDA-FS-R13-2024-24-25-RM"")","Grassland Ecological Potential and Restoration Effectiveness Evaluation","USDA-FS","posted","10/07/2024","02/07/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356809"",""PDS-SWEDEN-2025-01"")","U.S. Mission Sweden PDS Annual Program Statement","DOS-SWE","posted","10/23/2024","07/31/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/312434"",""7200AA19APS00001"")","Local Organizations Network Project (LON)","USAID","posted","01/29/2019","09/28/2029"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350428"",""20240912-CLI"")","Climate Smart Humanities Organizations","NEH","posted","05/29/2024","09/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343827"",""CMS-2J2-23-001"")","Health Home for Individuals with Chronic Conditions","HHS-CMS","posted","09/30/2022","01/04/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356796"",""DHS-24-GPD-102-00-99"")","Fiscal Year 2024 Case Management Pilot Program (CMPP)","DHS-DHS","posted","10/22/2024","11/21/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355897"",""EPA-R4-GM-2024-TFW"")","Trash Free Waters - Micro/ Nanoplastics in the Gulf of Mexico","EPA","posted","08/06/2024","11/22/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351526"",""USDA-NIFA-AFRI-010453"")","Agriculture and Food Research Initiative Competitive Grants Program Foundational and Applied Science Program","USDA-NIFA","posted","12/15/2023","12/31/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356420"",""72061124RFA00004"")","USAID Acting on Climate Change Together","USAID-ZAM","posted","09/13/2024","11/04/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353357"",""USDA-FAS-EMP-2025"")","2025 Emerging Markets Program","USDA-FAS","posted","04/03/2024","06/30/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/259510"",""APS-620-14-000001"")","USAID/Nigeria Education Crisis Response","USAID-NIG","posted","07/15/2014",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/332147"",""720669-21-RFI-00002-W"")","County Sanitation","USAID-LIB","forecasted","03/16/2021",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/346801"",""72061523RFI00023"")","Marine Biodiversity Conservation Activity – Western Indian Ocean","USAID","forecasted","03/14/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352238"",""N0016424SNB35"")","Long Range Broad Agency Announcement (BAA) for NSWC Crane","DOD-ONR-SEA-CRANE","posted","02/08/2024","02/07/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356858"",""DFOP0016988"")","Build Partner Capabilities to Protect Critical Advanced and Emerging Technologies","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356864"",""DFOP0016986"")","Advancing Nuclear Safety, Security, and Nonproliferation through the FIRST Program","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356866"",""DFOP0016992"")","Build Partner Capabilities to Counter the Russian Federation’s Chemical and Biological Threats","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356857"",""DFOP0016984"")","Build Partner Resilience to Counter Proliferator State Hybrid Threats in the Nonproliferation Arena","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356862"",""DFOP0016991"")","Countering WMD and UAS Threats in Iraq","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356867"",""DFOP0016994"")","Nonproliferation Scientist Engagement Program","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356860"",""DFOP0016985"")","Countering Proliferator State Advanced Conventional Weapons Proliferation","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356863"",""DFOP0016993"")","Countering the Russian Federation’s Sanctions Evasion Activities","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356859"",""DFOP0016989"")","Build Partner Capabilities to Counter Global Biological Threats","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356856"",""DFOP0016987"")","Build Partner Capabilities to Protect Semiconductor and CHIPS Technology","DOS-ISN","posted","10/25/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356861"",""DFOP0016990"")","Building Partner Capacity to Counter Chemical Weapons Threats","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355955"",""TEGL-02-24"")","FY2024 Community Project Funding/Congressionally Directed Spending","DOL-ETA","posted","09/01/2024","01/31/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/342957"",""72052622APS00002"")","Paraguay Culture of Lawfulness to Fight Corruption","USAID-PAR","forecasted","08/03/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347858"",""W911NF-23-S-0010"")","UNITED STATES ARMY RESEARCH INSTITUTE FOR THE BEHAVIORAL AND SOCIAL SCIENCES (ARI) BROAD AGENCY ANNOUNCEMENT FOR BASIC, APPLIED, AND ADVANCED SCIENTIFIC RESEARCH","DOD-AMC","posted","05/01/2023","04/30/2028"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/300980"",""72029418RFA00003"")","Gaza Household WASH Activity (GHW)","USAID-WES","posted","02/21/2018",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343878"",""72011122RFI00003"")","Request for Information: Media Integrity And Resilience in Armenia","USAID-ARM","forecasted","10/03/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356885"",""OFOP0001649"")","Combatting Trafficking in Persons in Uzbekistan.","DOS-INL","posted","10/29/2024","01/06/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356865"",""DFOP0016995"")","Countering DPRK and Iran’s WMD, UAS, and Missile Proliferation","DOS-ISN","posted","10/26/2024","01/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/340272"",""7200AA22APS00007"")","Justice, Rights, and Security Annual Program Statement","USAID","posted","05/12/2022","05/11/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356450"",""NOAA-OAR-WPO-2025-28602"")","FY2025 Weather Program Office Research Programs Announcement - Observations","DOC-DOCNOAAERA","posted","09/17/2024","12/02/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356451"",""NOAA-OAR-WPO-2025-28603"")","FY2025 Weather Program Office Research Programs Announcement - Air Quality Research and Forecasting (AQRF)","DOC-DOCNOAAERA","posted","09/17/2024","12/02/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356453"",""NOAA-OAR-WPO-2025-28596"")","FY2025 Weather Program Office Research Programs Announcement - VORTEX USA","DOC-DOCNOAAERA","posted","09/17/2024","12/02/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356449"",""NOAA-OAR-WPO-2025-28599"")","FY2025 Weather Program Office Research Programs Announcement - Subseasonal to Seasonal","DOC-DOCNOAAERA","posted","09/17/2024","12/02/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/342561"",""72016522RFA00006"")","Youth Actively Create Opportunities (YACO) Amendment 1","USAID-MAC","forecasted","07/20/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343725"",""HT942523SBAA1"")","DOD USAMRDC FY23-FY27 BROAD AGENCY ANNOUNCEMENT for Extramural Medical Research","DOD-AMRAA","posted","09/22/2022","09/30/2027"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352741"",""N00173-24-S-BA01"")","NRL Long Range Broad Agency Announcement (BAA) for Basic and Applied Research","DOD-ONR-NRL","posted","03/01/2024","12/31/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356496"",""DHS-24-GPD-137-00-99"")","Fiscal Year 2024 State and Local Cybersecurity Grant Program","DHS-DHS","posted","09/23/2024","12/03/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/336692"",""RFI-612-22"")","RFI-Investing in Diversified Agriculture-led Growth Poles for Inclusive, Sustainable and Resilient Wealth Creation (Growth Poles Activity)","USAID-MLW","forecasted","11/22/2021",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356264"",""NOAA-NMFS-SE-2025-28400"")","FY 25 Bluefin Tuna Research Program","DOC-DOCNOAAERA","posted","08/29/2024","11/01/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356875"",""DOTBAB01062024"")","Regional Infrastructure Accelerator Program","DOT-DOT X-50","posted","10/28/2024","01/09/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356589"",""72039124RFA00002"")","Global Health Security (GHS) Activity","USAID-PAK","posted","09/30/2024","11/15/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/327285"",""W911QY20R0022"")","US Army Combat Capabilities Development Command Broad Agency Announcement","DOD-AMC-ACCAPGN","posted","06/02/2020","02/28/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356396"",""R24AS00421"")","Desalination and Water Purification Research Program: Research Projects FY25","DOI-BOR","posted","09/11/2024","11/13/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356452"",""NOAA-OAR-WPO-2025-28598"")","FY2025 Weather Program Office Research Program Announcement - Social, Behavioral, and Economic Sciences (SBES)","DOC-DOCNOAAERA","posted","09/17/2024","12/02/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356003"",""NOAA-OAR-OER-2024-27749"")","S&T FY 2024 – 2026 - Broad Agency Announcement (BAA) Announcement Type: Initial","DOC-DOCNOAAERA","posted","08/12/2024","09/30/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356002"",""NOAA-SEC-OED-2024-28060"")","FY 2024 – 2026 - Broad Agency Announcement (BAA) for the Office of Education","DOC-DOCNOAAERA","posted","08/12/2024","09/30/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/345995"",""USAID-7200AA23RFI-ENDOR"")","Ending Neglected Diseases Through Operational Research (ENDOR)","USAID","forecasted","02/10/2023",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/341347"",""72044022RFA00005"")","Inclusion IIb","USAID-VIE","posted","06/22/2022",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356447"",""NOAA-OAR-WPO-2025-28601"")","FY2025 Weather Program Office Research Programs Announcement - Testbeds","DOC-DOCNOAAERA","posted","09/17/2024","12/02/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/327212"",""FOA20AFRLRVKE0001"")","Future Scholars for Science, Technology, Engineering, and Mathematics (STEM) Workforce Development Programs","DOD-AFRL-AFRLDET8","posted","06/17/2020","06/17/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356042"",""NOAA-NOS-MB-27779"")","FY 2024 – 2026 - Broad Agency Announcement (BAA) Announcement Type: Initial","DOC-DOCNOAAERA","posted","08/14/2024","09/30/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352114"",""F24AS00225"")","F24AS00225 - Aquatic Invasive Species Grants to Great Lakes States - Fiscal Year 2024 Great Lakes Restoration Initiative","DOI-FWS","posted","01/31/2024","12/31/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354236"",""HT942524VRPIIRA"")","DoD VRP, Investigator-Initiated Research Award","DOD-AMRAA","posted","05/16/2024","11/08/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352116"",""F24AS00227"")","F24AS00227 - Aquatic Invasive Species Interjurisdictional Grants to the Great Lakes States and Tribes - Fiscal Year 2024 Great Lakes Restoration Initiative","DOI-FWS","posted","01/31/2024","12/31/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352115"",""F24AS00226"")","F24AS00226 - Aquatic Invasive Species Grants to Great Lakes Tribes - Fiscal Year 2024 Great Lakes Restoration Initiative","DOI-FWS","posted","01/31/2024","12/31/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356508"",""EPA-OW-OGWDW-24-03"")","Reducing Lead in Drinking Water Grant Program","EPA","posted","09/24/2024","12/30/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355944"",""NOAA-OAR-SG-2024-27643"")","FY 2025 Opportunity for the Development of Sea Grant Projects","DOC-DOCNOAAERA","posted","08/07/2024","11/22/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/318351"",""FA8650-19-S-5010"")","Defense Production Act Title III Expansion of Domestic Production Capability and Capacity","DOD-AFRL","posted","07/12/2019","07/12/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350845"",""R24AS00059"")","WaterSMART Small-Scale Water Efficiency Projects For Fiscal Year 2024 and Fiscal Year 2025","DOI-BOR","posted","11/02/2023","01/14/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/325906"",""7200AA20APS00007"")","YouthPower 2 (YP2) Annual Program Statement (APS)","USAID","posted","03/30/2020","03/29/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356327"",""R25AS00392"")","Small Surface Water and Groundwater Storage Projects (Small Storage Program)","DOI-BOR","posted","09/04/2024","12/12/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356445"",""F25AS00033"")","F25AS00033 Yukon River Salmon Research and Management Assistance","DOI-FWS","posted","09/17/2024","01/06/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/328985"",""RFI-720656-20IFPI"")","Request for Information -Improved Family planning Initiative in Mozambique","USAID-MOZ","forecasted","09/09/2020",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356560"",""693JJ325NF00004"")","NOTICE OF FUNDING OPPORTUNITY FOR FISCAL YEAR (FY) 2024 – 2026 GARRETT A. MORGAN TECHNOLOGY AND TRANSPORTATION EDUCATION PROGRAM","DOT-FHWA","posted","10/11/2024","01/10/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/328902"",""20-01"")","FAA Aviation Research Grants Program","DOT-FAA-FAA ARG","posted","09/08/2020","09/07/2027"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356669"",""NOAA-OAR-CPO-2024-28363"")","FY 2024 – 2026 Broad Agency Announcement (BAA), Office of Oceanic and Atmospheric Research (OAR)","DOC-DOCNOAAERA","posted","10/09/2024","09/30/2026"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355772"",""HRSA-25-068"")","Behavioral Health Workforce Education and Training Program for Professionals","HHS-HRSA","posted","10/22/2024","01/21/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356894"",""72052125RFA00001"")","USAID Investment, Jobs and Income (IJI)","USAID-HAI","posted","10/29/2024","12/13/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/54170"",""RFA294-2010-115"")","Civic Participation Program","USAID-WES","posted","04/30/2010",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356754"",""72066024RFA00007"")","USAID Maisha Bora Activity","USAID-DEM","posted","10/18/2024","11/15/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/310897"",""RFI-685-19-RGN"")","Resilient Governance in Niger (RGN)","USAID-SEN","posted","12/06/2018",""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354238"",""HT942524VRPTRA"")","DoD VRP, Translational Research Award","DOD-AMRAA","posted","05/16/2024","11/08/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356757"",""RDBCP-RBDG-2025"")","Rural Business Development Grant Program","USDA-RBCS","posted","10/18/2024","02/28/2025"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356389"",""N00178-25-0001"")","Naval Engineering Education Consortium (NEEC) Broad Agency Announcement for Fiscal Year (FY) 2025 (FY25)","DOD-ONR-SEA-N00178","posted","09/10/2024","10/30/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356803"",""NOAA-NMFS-SE-2025-28271"")","FY 25 MARFIN","DOC-DOCNOAAERA","posted","10/22/2024","12/31/2024"
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356529"",""NOAA-NMFS-FHQ-2025-26868"")","FY25 Saltonstall-Kennedy Full Proposal Competition","DOC-DOCNOAAERA","posted","09/26/2024","11/25/2024"
